Region,Date,Value,Cases,Cases.Cumulative,Deaths.Cumulative,
,#date,#affected+infected+value+num,,,,
Region 5,4/14/2020,0,0,15,1,
Region 5,4/15/2020,0,0,15,1,
Region 5,4/16/2020,0,0,15,1,
Region 5,4/17/2020,0,0,15,1,
Region 5,4/18/2020,0,0,15,1,
Region 5,4/19/2020,0,0,15,1,
Region 5,4/20/2020,0,1,16,1,
Region 5,4/21/2020,0,2,18,1,
Region 5,4/22/2020,0,0,18,1,
Region 5,4/23/2020,0,0,18,1,
Region 5,4/24/2020,0,0,18,1,
Region 5,4/25/2020,0,0,18,1,
Region 5,4/26/2020,0,1,19,1,
Region 5,4/27/2020,0,1,20,1,
Region 5,4/28/2020,0,0,20,1,
Region 5,4/29/2020,0,0,20,1,
Region 5,4/30/2020,0,0,20,1,
Region 5,5/1/2020,0,0,20,1,
Region 5,5/2/2020,0,0,20,1,
Region 5,5/3/2020,0,0,20,1,
Region 5,5/4/2020,0,0,20,1,
Region 5,5/5/2020,0,0,20,1,
Region 5,5/6/2020,0,0,20,1,
Region 5,5/7/2020,0,0,20,1,
Region 5,5/8/2020,0,0,20,1,
Region 5,5/9/2020,0,0,20,1,
Region 5,5/10/2020,0,0,20,1,
Region 5,5/11/2020,0,0,20,1,
Region 5,5/12/2020,0,0,20,1,
Region 5,5/13/2020,0,0,20,1,
Region 5,5/14/2020,0,0,20,1,
Region 5,5/15/2020,0,1,21,1,
Region 5,5/16/2020,0,0,21,1,
Region 5,5/17/2020,0,0,21,1,
Region 5,5/18/2020,0,0,21,1,
Region 5,5/19/2020,0,0,21,1,
Region 5,5/20/2020,0,0,21,1,
Region 5,5/21/2020,0,0,21,1,
Region 5,5/22/2020,0,0,21,1,
Region 5,5/23/2020,0,0,21,1,
Region 5,5/24/2020,0,0,21,1,
Region 5,5/25/2020,0,0,21,1,
Region 5,5/26/2020,0,0,21,1,
Region 5,5/27/2020,0,0,21,1,
Region 5,5/28/2020,0,0,21,1,
Region 5,5/29/2020,0,0,21,1,
Region 5,5/30/2020,0,0,21,1,
Region 5,5/31/2020,0,0,21,1,
Region 5,6/1/2020,0,0,21,1,
Region 5,6/2/2020,0,1,22,1,
Region 5,6/3/2020,0,0,22,1,
Region 5,6/4/2020,0,1,23,1,
Region 5,6/5/2020,0,0,23,1,
Region 5,6/6/2020,0,0,23,1,
Region 5,6/7/2020,0,0,23,1,
Region 5,6/8/2020,0,0,23,1,
Region 5,6/9/2020,0,0,23,1,
Region 5,6/10/2020,1,0,23,2,
Region 5,6/11/2020,0,0,23,2,
Region 5,6/12/2020,0,0,23,2,
Region 5,6/13/2020,0,0,23,2,
Region 5,6/14/2020,0,0,23,2,
Region 5,6/15/2020,0,0,23,2,
Region 5,6/16/2020,0,9,32,2,
Region 5,6/17/2020,0,0,32,2,
Region 5,6/18/2020,0,5,37,2,
Region 5,6/19/2020,0,0,37,2,
Region 5,6/20/2020,0,0,37,2,
Region 5,6/21/2020,0,0,37,2,
Region 5,6/22/2020,0,0,37,2,
Region 5,6/23/2020,0,0,37,2,
Region 5,6/24/2020,0,0,37,2,
Region 5,6/25/2020,0,0,37,2,
Region 5,6/26/2020,0,0,37,2,
Region 5,6/27/2020,0,0,37,2,
Region 5,6/28/2020,0,0,37,2,
Region 5,6/29/2020,0,0,37,2,
Region 5,6/30/2020,0,0,37,2,
Region 5,7/1/2020,0,0,37,2,
Region 5,7/2/2020,0,0,37,2,
Region 5,7/3/2020,0,0,37,2,
Region 5,7/4/2020,0,0,37,2,
Region 5,7/5/2020,0,0,37,2,
Region 5,7/6/2020,0,1,38,2,
Region 5,7/7/2020,0,1,39,2,
Region 5,7/8/2020,0,0,39,2,
Region 5,7/9/2020,0,0,39,2,
Region 5,7/10/2020,0,0,39,2,
Region 5,7/11/2020,0,1,40,2,
Region 5,7/12/2020,0,1,41,2,
Region 5,7/13/2020,0,2,43,2,
Region 5,7/14/2020,0,1,44,2,
Region 5,7/15/2020,0,0,44,2,
Region 5,7/16/2020,0,2,46,2,
Region 5,7/17/2020,0,0,46,2,
Region 5,7/18/2020,0,1,47,2,
Region 5,7/19/2020,0,0,47,2,
Region 5,7/20/2020,0,0,47,2,
Region 5,7/21/2020,0,1,48,2,
Region 5,7/22/2020,0,1,49,2,
Region 5,7/23/2020,0,1,50,2,
Region 5,7/24/2020,0,0,50,2,
Region 5,7/25/2020,0,0,50,2,
Region 5,7/26/2020,0,0,50,2,
Region 5,7/27/2020,0,2,52,2,
Region 5,7/28/2020,0,0,52,2,
Region 5,7/29/2020,0,1,53,2,
Region 5,7/30/2020,0,2,55,2,
Region 5,7/31/2020,0,0,55,2,
Region 5,8/1/2020,0,0,55,2,
Region 5,8/2/2020,0,1,56,2,
Region 5,8/3/2020,0,0,56,2,
Region 5,8/4/2020,0,1,57,2,
Region 5,8/5/2020,0,0,57,2,
Region 5,8/6/2020,0,1,58,2,
Region 5,8/7/2020,0,1,59,2,
Region 5,8/8/2020,0,1,60,2,
Region 5,8/9/2020,0,0,60,2,
Region 5,8/10/2020,0,2,62,2,
Region 5,8/11/2020,0,1,63,2,
Region 5,8/12/2020,0,1,64,2,
Region 5,8/13/2020,0,0,64,2,
Region 5,8/14/2020,0,1,65,2,
Region 5,8/15/2020,0,2,67,2,
Region 5,8/16/2020,0,2,69,2,
Region 5,8/17/2020,0,2,71,2,
Region 5,8/18/2020,0,2,73,2,
Region 5,8/19/2020,0,1,74,2,
Region 5,8/20/2020,0,15,89,2,
Region 5,8/21/2020,0,0,89,2,
Region 5,8/22/2020,0,1,90,2,
Region 5,8/23/2020,0,2,92,2,
Region 5,8/24/2020,0,1,93,2,
Region 5,8/25/2020,0,0,93,2,
Region 5,8/26/2020,0,0,93,2,
Region 5,8/27/2020,0,0,93,2,
Region 5,8/28/2020,0,1,94,2,
Region 5,8/29/2020,0,1,95,2,
Region 5,8/30/2020,0,0,95,2,
Region 5,8/31/2020,0,1,96,2,
Region 5,9/1/2020,0,0,96,2,
Region 5,9/2/2020,0,0,96,2,
Region 5,9/3/2020,0,1,97,2,
Region 5,9/4/2020,0,0,97,2,
Region 5,9/5/2020,0,0,97,2,
Region 5,9/6/2020,0,0,97,2,
Region 5,9/7/2020,0,0,97,2,
Region 5,9/8/2020,0,0,97,2,
Region 5,9/9/2020,0,1,98,2,
Region 5,9/10/2020,0,3,101,2,
Region 5,9/11/2020,0,0,101,2,
Region 5,9/12/2020,0,0,101,2,
Region 5,9/13/2020,0,0,101,2,
Region 5,9/14/2020,0,0,101,2,
Region 5,9/15/2020,0,0,101,2,
Region 5,9/16/2020,0,1,102,2,
Region 5,9/17/2020,0,0,102,2,
Region 5,9/18/2020,0,0,102,2,
Region 5,9/19/2020,0,0,102,2,
Region 5,9/20/2020,0,0,102,2,
Region 5,9/21/2020,0,0,102,2,
Region 5,9/22/2020,0,0,102,2,
Region 5,9/23/2020,0,0,102,2,
Region 5,9/24/2020,0,2,104,2,
Region 5,9/25/2020,0,1,105,2,
Region 5,9/26/2020,0,0,105,2,
Region 5,9/27/2020,0,1,106,2,
Region 5,9/28/2020,0,0,106,2,
Region 5,9/29/2020,0,0,106,2,
Region 5,9/30/2020,0,0,106,2,
Region 5,10/1/2020,0,0,106,2,
Region 5,10/2/2020,0,0,106,2,
Region 5,10/3/2020,0,3,109,2,
Region 5,10/4/2020,0,1,110,2,
Region 5,10/5/2020,0,3,113,2,
Region 5,10/6/2020,0,1,114,2,
Region 5,10/7/2020,0,2,116,2,
Region 5,10/8/2020,0,2,118,2,
Region 5,10/9/2020,0,1,119,2,
Region 5,10/10/2020,0,2,121,2,
Region 5,10/11/2020,0,2,123,2,
Region 5,10/12/2020,0,2,125,2,
Region 5,10/13/2020,0,0,125,2,
Region 5,10/14/2020,0,3,128,2,
Region 5,10/15/2020,0,2,130,2,
Region 5,10/16/2020,0,3,133,2,
Region 5,10/17/2020,0,2,135,2,
Region 5,10/18/2020,0,3,138,2,
Region 5,10/19/2020,0,3,141,2,
Region 5,10/20/2020,0,1,142,2,
Region 5,10/21/2020,0,8,150,2,
Region 5,10/22/2020,0,3,153,2,
Region 5,10/23/2020,0,6,159,2,
Region 5,10/24/2020,0,2,161,2,
Region 5,10/25/2020,0,2,163,2,
Region 5,10/26/2020,0,4,167,2,
Region 5,10/27/2020,0,8,175,2,
Region 5,10/28/2020,0,6,181,2,
Region 5,10/29/2020,0,4,185,2,
Region 5,10/30/2020,0,5,190,2,
Region 5,10/31/2020,1,1,191,3,
Region 5,11/1/2020,0,5,196,3,
Region 5,11/2/2020,0,9,205,3,
Region 5,11/3/2020,1,11,216,4,
Region 5,11/4/2020,0,2,218,4,
Region 5,11/5/2020,1,7,225,5,
Region 5,11/6/2020,1,13,238,6,
Region 5,11/7/2020,0,7,245,6,
Region 5,11/8/2020,0,4,249,6,
Region 5,11/9/2020,2,9,258,8,
Region 5,11/10/2020,4,6,264,12,
Region 5,11/11/2020,1,7,271,13,
Region 5,11/12/2020,1,6,277,14,
Region 5,11/13/2020,0,1,278,14,
Region 5,11/14/2020,0,2,280,14,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,0,0,0,
Region 3,3/12/2020,0,0,0,0,
Region 3,3/13/2020,0,0,0,0,
Region 3,3/14/2020,0,0,0,0,
Region 3,3/15/2020,0,0,0,0,
Region 3,3/16/2020,0,0,0,0,
Region 3,3/17/2020,0,0,0,0,
Region 3,3/18/2020,0,0,0,0,
Region 3,3/19/2020,0,0,0,0,
Region 3,3/20/2020,0,0,0,0,
Region 3,3/21/2020,0,0,0,0,
Region 3,3/22/2020,0,0,0,0,
Region 3,3/23/2020,0,0,0,0,
Region 3,3/24/2020,0,0,0,0,
Region 3,3/25/2020,0,0,0,0,
Region 3,3/26/2020,0,0,0,0,
Region 3,3/27/2020,0,0,0,0,
Region 3,3/28/2020,0,0,0,0,
Region 3,3/29/2020,0,0,0,0,
Region 3,3/30/2020,0,0,0,0,
Region 3,3/31/2020,0,0,0,0,
Region 3,4/1/2020,0,0,0,0,
Region 3,4/2/2020,0,0,0,0,
Region 3,4/3/2020,0,0,0,0,
Region 3,4/4/2020,0,0,0,0,
Region 3,4/5/2020,0,0,0,0,
Region 3,4/6/2020,0,1,1,0,
Region 3,4/7/2020,0,0,1,0,
Region 3,4/8/2020,0,0,1,0,
Region 3,4/9/2020,0,1,2,0,
Region 3,4/10/2020,0,0,2,0,
Region 3,4/11/2020,0,0,2,0,
Region 3,4/12/2020,0,0,2,0,
Region 3,4/13/2020,0,0,2,0,
Region 3,4/14/2020,0,0,2,0,
Region 3,4/15/2020,0,0,2,0,
Region 3,4/16/2020,0,0,2,0,
Region 3,4/17/2020,0,0,2,0,
Region 3,4/18/2020,0,0,2,0,
Region 3,4/19/2020,0,0,2,0,
Region 3,4/20/2020,0,0,2,0,
Region 3,4/21/2020,0,0,2,0,
Region 3,4/22/2020,0,0,2,0,
Region 3,4/23/2020,0,0,2,0,
Region 3,4/24/2020,0,0,2,0,
Region 3,4/25/2020,0,0,2,0,
Region 3,4/26/2020,0,0,2,0,
Region 3,4/27/2020,0,0,2,0,
Region 3,4/28/2020,0,0,2,0,
Region 3,4/29/2020,0,0,2,0,
Region 3,4/30/2020,0,0,2,0,
Region 3,5/1/2020,0,0,2,0,
Region 3,5/2/2020,0,0,2,0,
Region 3,5/3/2020,0,0,2,0,
Region 3,5/4/2020,0,0,2,0,
Region 3,5/5/2020,0,0,2,0,
Region 3,5/6/2020,0,0,2,0,
Region 3,5/7/2020,0,0,2,0,
Region 3,5/8/2020,0,0,2,0,
Region 3,5/9/2020,0,0,2,0,
Region 3,5/10/2020,0,0,2,0,
Region 3,5/11/2020,0,0,2,0,
Region 3,5/12/2020,0,0,2,0,
Region 3,5/13/2020,0,0,2,0,
Region 3,5/14/2020,0,0,2,0,
Region 3,5/15/2020,0,0,2,0,
Region 3,5/16/2020,0,0,2,0,
Region 3,5/17/2020,0,0,2,0,
Region 3,5/18/2020,0,0,2,0,
Region 3,5/19/2020,0,0,2,0,
Region 3,5/20/2020,0,0,2,0,
Region 3,5/21/2020,0,0,2,0,
Region 3,5/22/2020,0,0,2,0,
Region 3,5/23/2020,0,0,2,0,
Region 3,5/24/2020,0,0,2,0,
Region 3,5/25/2020,0,0,2,0,
Region 3,5/26/2020,0,0,2,0,
Region 3,5/27/2020,0,0,2,0,
Region 3,5/28/2020,0,0,2,0,
Region 3,5/29/2020,0,0,2,0,
Region 3,5/30/2020,0,0,2,0,
Region 3,5/31/2020,0,0,2,0,
Region 3,6/1/2020,0,0,2,0,
Region 3,6/2/2020,0,0,2,0,
Region 3,6/3/2020,0,0,2,0,
Region 3,6/4/2020,0,0,2,0,
Region 3,6/5/2020,0,0,2,0,
Region 3,6/6/2020,0,0,2,0,
Region 3,6/7/2020,0,0,2,0,
Region 3,6/8/2020,0,0,2,0,
Region 3,6/9/2020,0,0,2,0,
Region 3,6/10/2020,0,0,2,0,
Region 3,6/11/2020,0,0,2,0,
Region 3,6/12/2020,0,0,2,0,
Region 3,6/13/2020,0,0,2,0,
Region 3,6/14/2020,0,0,2,0,
Region 3,6/15/2020,0,0,2,0,
Region 3,6/16/2020,0,0,2,0,
Region 3,6/17/2020,0,0,2,0,
Region 3,6/18/2020,0,0,2,0,
Region 3,6/19/2020,0,0,2,0,
Region 3,6/20/2020,0,0,2,0,
Region 3,6/21/2020,0,0,2,0,
Region 3,6/22/2020,0,0,2,0,
Region 3,6/23/2020,0,3,5,0,
Region 3,6/24/2020,0,1,6,0,
Region 3,6/25/2020,0,0,6,0,
Region 3,6/26/2020,0,0,6,0,
Region 3,6/27/2020,0,1,7,0,
Region 3,6/28/2020,0,0,7,0,
Region 3,6/29/2020,0,2,9,0,
Region 3,6/30/2020,0,2,11,0,
Region 3,7/1/2020,0,1,12,0,
Region 3,7/2/2020,0,0,12,0,
Region 3,7/3/2020,0,0,12,0,
Region 3,7/4/2020,0,0,12,0,
Region 3,7/5/2020,0,1,13,0,
Region 3,7/6/2020,0,1,14,0,
Region 3,7/7/2020,0,1,15,0,
Region 3,7/8/2020,0,3,18,0,
Region 3,7/9/2020,0,0,18,0,
Region 3,7/10/2020,0,0,18,0,
Region 3,7/11/2020,0,0,18,0,
Region 3,7/12/2020,0,0,18,0,
Region 3,7/13/2020,0,0,18,0,
Region 3,7/14/2020,0,0,18,0,
Region 3,7/15/2020,0,0,18,0,
Region 3,7/16/2020,0,1,19,0,
Region 3,7/17/2020,0,0,19,0,
Region 3,7/18/2020,0,0,19,0,
Region 3,7/19/2020,0,0,19,0,
Region 3,7/20/2020,0,0,19,0,
Region 3,7/21/2020,0,0,19,0,
Region 3,7/22/2020,0,0,19,0,
Region 3,7/23/2020,0,0,19,0,
Region 3,7/24/2020,0,0,19,0,
Region 3,7/25/2020,0,2,21,0,
Region 3,7/26/2020,0,0,21,0,
Region 3,7/27/2020,0,1,22,0,
Region 3,7/28/2020,0,0,22,0,
Region 3,7/29/2020,0,1,23,0,
Region 3,7/30/2020,0,2,25,0,
Region 3,7/31/2020,0,1,26,0,
Region 3,8/1/2020,0,1,27,0,
Region 3,8/2/2020,0,0,27,0,
Region 3,8/3/2020,0,0,27,0,
Region 3,8/4/2020,0,1,28,0,
Region 3,8/5/2020,0,0,28,0,
Region 3,8/6/2020,0,1,29,0,
Region 3,8/7/2020,0,1,30,0,
Region 3,8/8/2020,0,2,32,0,
Region 3,8/9/2020,0,1,33,0,
Region 3,8/10/2020,0,1,34,0,
Region 3,8/11/2020,0,0,34,0,
Region 3,8/12/2020,0,0,34,0,
Region 3,8/13/2020,0,0,34,0,
Region 3,8/14/2020,0,0,34,0,
Region 3,8/15/2020,0,0,34,0,
Region 3,8/16/2020,0,0,34,0,
Region 3,8/17/2020,0,2,36,0,
Region 3,8/18/2020,0,0,36,0,
Region 3,8/19/2020,0,0,36,0,
Region 3,8/20/2020,0,1,37,0,
Region 3,8/21/2020,0,0,37,0,
Region 3,8/22/2020,0,0,37,0,
Region 3,8/23/2020,0,0,37,0,
Region 3,8/24/2020,0,0,37,0,
Region 3,8/25/2020,0,0,37,0,
Region 3,8/26/2020,0,1,38,0,
Region 3,8/27/2020,0,3,41,0,
Region 3,8/28/2020,0,0,41,0,
Region 3,8/29/2020,0,2,43,0,
Region 3,8/30/2020,0,0,43,0,
Region 3,8/31/2020,0,1,44,0,
Region 3,9/1/2020,0,1,45,0,
Region 3,9/2/2020,0,0,45,0,
Region 3,9/3/2020,0,0,45,0,
Region 3,9/4/2020,0,0,45,0,
Region 3,9/5/2020,0,0,45,0,
Region 3,9/6/2020,0,0,45,0,
Region 3,9/7/2020,0,0,45,0,
Region 3,9/8/2020,0,1,46,0,
Region 3,9/9/2020,0,0,46,0,
Region 3,9/10/2020,0,0,46,0,
Region 3,9/11/2020,0,0,46,0,
Region 3,9/12/2020,0,2,48,0,
Region 3,9/13/2020,0,0,48,0,
Region 3,9/14/2020,0,1,49,0,
Region 3,9/15/2020,0,1,50,0,
Region 3,9/16/2020,0,0,50,0,
Region 3,9/17/2020,0,1,51,0,
Region 3,9/18/2020,0,0,51,0,
Region 3,9/19/2020,0,0,51,0,
Region 3,9/20/2020,0,0,51,0,
Region 3,9/21/2020,0,1,52,0,
Region 3,9/22/2020,0,1,53,0,
Region 3,9/23/2020,0,0,53,0,
Region 3,9/24/2020,0,0,53,0,
Region 3,9/25/2020,0,0,53,0,
Region 3,9/26/2020,0,1,54,0,
Region 3,9/27/2020,0,0,54,0,
Region 3,9/28/2020,0,0,54,0,
Region 3,9/29/2020,0,2,56,0,
Region 3,9/30/2020,0,0,56,0,
Region 3,10/1/2020,0,0,56,0,
Region 3,10/2/2020,0,0,56,0,
Region 3,10/3/2020,0,1,57,0,
Region 3,10/4/2020,0,0,57,0,
Region 3,10/5/2020,0,1,58,0,
Region 3,10/6/2020,0,2,60,0,
Region 3,10/7/2020,0,0,60,0,
Region 3,10/8/2020,0,0,60,0,
Region 3,10/9/2020,0,0,60,0,
Region 3,10/10/2020,0,0,60,0,
Region 3,10/11/2020,0,1,61,0,
Region 3,10/12/2020,0,1,62,0,
Region 3,10/13/2020,0,1,63,0,
Region 3,10/14/2020,0,0,63,0,
Region 3,10/15/2020,0,2,65,0,
Region 3,10/16/2020,0,2,67,0,
Region 3,10/17/2020,0,0,67,0,
Region 3,10/18/2020,0,2,69,0,
Region 3,10/19/2020,0,2,71,0,
Region 3,10/20/2020,0,4,75,0,
Region 3,10/21/2020,0,3,78,0,
Region 3,10/22/2020,0,0,78,0,
Region 3,10/23/2020,0,2,80,0,
Region 3,10/24/2020,0,6,86,0,
Region 3,10/25/2020,0,3,89,0,
Region 3,10/26/2020,0,5,94,0,
Region 3,10/27/2020,0,2,96,0,
Region 3,10/28/2020,0,5,101,0,
Region 3,10/29/2020,0,10,111,0,
Region 3,10/30/2020,0,5,116,0,
Region 3,10/31/2020,0,2,118,0,
Region 3,11/1/2020,0,1,119,0,
Region 3,11/2/2020,0,10,129,0,
Region 3,11/3/2020,0,4,133,0,
Region 3,11/4/2020,0,11,144,0,
Region 3,11/5/2020,0,16,160,0,
Region 3,11/6/2020,0,6,166,0,
Region 3,11/7/2020,0,6,172,0,
Region 3,11/8/2020,0,3,175,0,
Region 3,11/9/2020,0,12,187,0,
Region 3,11/10/2020,0,11,198,0,
Region 3,11/11/2020,2,6,204,2,
Region 3,11/12/2020,0,15,219,2,
Region 3,11/13/2020,0,5,224,2,
Region 3,11/14/2020,0,2,226,2,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,1,1,0,
Region 3,3/12/2020,0,0,1,0,
Region 3,3/13/2020,0,0,1,0,
Region 3,3/14/2020,0,0,1,0,
Region 3,3/15/2020,0,1,2,0,
Region 3,3/16/2020,0,0,2,0,
Region 3,3/17/2020,0,0,2,0,
Region 3,3/18/2020,0,0,2,0,
Region 3,3/19/2020,0,0,2,0,
Region 3,3/20/2020,0,0,2,0,
Region 3,3/21/2020,0,0,2,0,
Region 3,3/22/2020,0,0,2,0,
Region 3,3/23/2020,0,0,2,0,
Region 3,3/24/2020,0,1,3,0,
Region 3,3/25/2020,0,0,3,0,
Region 3,3/26/2020,0,0,3,0,
Region 3,3/27/2020,0,0,3,0,
Region 3,3/28/2020,0,1,4,0,
Region 3,3/29/2020,0,0,4,0,
Region 3,3/30/2020,0,1,5,0,
Region 3,3/31/2020,0,0,5,0,
Region 3,4/1/2020,0,0,5,0,
Region 3,4/2/2020,0,0,5,0,
Region 3,4/3/2020,0,0,5,0,
Region 3,4/4/2020,0,0,5,0,
Region 3,4/5/2020,0,0,5,0,
Region 3,4/6/2020,0,0,5,0,
Region 3,4/7/2020,0,1,6,0,
Region 3,4/8/2020,1,1,7,1,
Region 3,4/9/2020,0,0,7,1,
Region 3,4/10/2020,0,0,7,1,
Region 3,4/11/2020,0,2,9,1,
Region 3,4/12/2020,0,0,9,1,
Region 3,4/13/2020,0,1,10,1,
Region 3,4/14/2020,0,0,10,1,
Region 3,4/15/2020,0,0,10,1,
Region 3,4/16/2020,0,0,10,1,
Region 3,4/17/2020,0,0,10,1,
Region 3,4/18/2020,0,1,11,1,
Region 3,4/19/2020,0,0,11,1,
Region 3,4/20/2020,0,0,11,1,
Region 3,4/21/2020,0,0,11,1,
Region 3,4/22/2020,0,1,12,1,
Region 3,4/23/2020,0,0,12,1,
Region 3,4/24/2020,0,0,12,1,
Region 3,4/25/2020,0,0,12,1,
Region 3,4/26/2020,0,0,12,1,
Region 3,4/27/2020,0,0,12,1,
Region 3,4/28/2020,0,0,12,1,
Region 3,4/29/2020,0,9,21,1,
Region 3,4/30/2020,0,4,25,1,
Region 3,5/1/2020,0,0,25,1,
Region 3,5/2/2020,1,0,25,2,
Region 3,5/3/2020,0,0,25,2,
Region 3,5/4/2020,0,0,25,2,
Region 3,5/5/2020,0,0,25,2,
Region 3,5/6/2020,0,1,26,2,
Region 3,5/7/2020,0,0,26,2,
Region 3,5/8/2020,0,1,27,2,
Region 3,5/9/2020,0,0,27,2,
Region 3,5/10/2020,0,1,28,2,
Region 3,5/11/2020,0,0,28,2,
Region 3,5/12/2020,0,0,28,2,
Region 3,5/13/2020,0,1,29,2,
Region 3,5/14/2020,0,0,29,2,
Region 3,5/15/2020,0,0,29,2,
Region 3,5/16/2020,0,0,29,2,
Region 3,5/17/2020,0,0,29,2,
Region 3,5/18/2020,0,0,29,2,
Region 3,5/19/2020,0,1,30,2,
Region 3,5/20/2020,0,0,30,2,
Region 3,5/21/2020,0,1,31,2,
Region 3,5/22/2020,0,1,32,2,
Region 3,5/23/2020,0,0,32,2,
Region 3,5/24/2020,0,1,33,2,
Region 3,5/25/2020,0,0,33,2,
Region 3,5/26/2020,0,0,33,2,
Region 3,5/27/2020,0,0,33,2,
Region 3,5/28/2020,0,0,33,2,
Region 3,5/29/2020,0,1,34,2,
Region 3,5/30/2020,0,0,34,2,
Region 3,5/31/2020,0,0,34,2,
Region 3,6/1/2020,0,0,34,2,
Region 3,6/2/2020,0,2,36,2,
Region 3,6/3/2020,0,0,36,2,
Region 3,6/4/2020,0,0,36,2,
Region 3,6/5/2020,0,0,36,2,
Region 3,6/6/2020,0,0,36,2,
Region 3,6/7/2020,0,0,36,2,
Region 3,6/8/2020,0,0,36,2,
Region 3,6/9/2020,0,0,36,2,
Region 3,6/10/2020,0,1,37,2,
Region 3,6/11/2020,0,1,38,2,
Region 3,6/12/2020,0,0,38,2,
Region 3,6/13/2020,0,0,38,2,
Region 3,6/14/2020,0,0,38,2,
Region 3,6/15/2020,0,0,38,2,
Region 3,6/16/2020,0,1,39,2,
Region 3,6/17/2020,0,1,40,2,
Region 3,6/18/2020,0,1,41,2,
Region 3,6/19/2020,0,0,41,2,
Region 3,6/20/2020,0,0,41,2,
Region 3,6/21/2020,0,0,41,2,
Region 3,6/22/2020,0,0,41,2,
Region 3,6/23/2020,1,1,42,3,
Region 3,6/24/2020,0,0,42,3,
Region 3,6/25/2020,0,0,42,3,
Region 3,6/26/2020,0,0,42,3,
Region 3,6/27/2020,0,0,42,3,
Region 3,6/28/2020,0,1,43,3,
Region 3,6/29/2020,0,1,44,3,
Region 3,6/30/2020,0,1,45,3,
Region 3,7/1/2020,0,0,45,3,
Region 3,7/2/2020,0,1,46,3,
Region 3,7/3/2020,0,0,46,3,
Region 3,7/4/2020,0,1,47,3,
Region 3,7/5/2020,0,0,47,3,
Region 3,7/6/2020,0,3,50,3,
Region 3,7/7/2020,0,1,51,3,
Region 3,7/8/2020,0,3,54,3,
Region 3,7/9/2020,0,0,54,3,
Region 3,7/10/2020,0,1,55,3,
Region 3,7/11/2020,0,1,56,3,
Region 3,7/12/2020,0,0,56,3,
Region 3,7/13/2020,0,1,57,3,
Region 3,7/14/2020,0,0,57,3,
Region 3,7/15/2020,0,0,57,3,
Region 3,7/16/2020,0,0,57,3,
Region 3,7/17/2020,0,2,59,3,
Region 3,7/18/2020,0,2,61,3,
Region 3,7/19/2020,0,0,61,3,
Region 3,7/20/2020,0,2,63,3,
Region 3,7/21/2020,0,2,65,3,
Region 3,7/22/2020,0,2,67,3,
Region 3,7/23/2020,0,3,70,3,
Region 3,7/24/2020,0,2,72,3,
Region 3,7/25/2020,0,0,72,3,
Region 3,7/26/2020,0,2,74,3,
Region 3,7/27/2020,0,1,75,3,
Region 3,7/28/2020,0,2,77,3,
Region 3,7/29/2020,0,0,77,3,
Region 3,7/30/2020,0,1,78,3,
Region 3,7/31/2020,0,1,79,3,
Region 3,8/1/2020,0,4,83,3,
Region 3,8/2/2020,0,0,83,3,
Region 3,8/3/2020,0,2,85,3,
Region 3,8/4/2020,0,0,85,3,
Region 3,8/5/2020,0,2,87,3,
Region 3,8/6/2020,0,1,88,3,
Region 3,8/7/2020,0,1,89,3,
Region 3,8/8/2020,0,3,92,3,
Region 3,8/9/2020,0,2,94,3,
Region 3,8/10/2020,0,1,95,3,
Region 3,8/11/2020,0,1,96,3,
Region 3,8/12/2020,0,0,96,3,
Region 3,8/13/2020,0,4,100,3,
Region 3,8/14/2020,0,1,101,3,
Region 3,8/15/2020,0,1,102,3,
Region 3,8/16/2020,0,1,103,3,
Region 3,8/17/2020,0,1,104,3,
Region 3,8/18/2020,0,1,105,3,
Region 3,8/19/2020,0,2,107,3,
Region 3,8/20/2020,0,0,107,3,
Region 3,8/21/2020,0,1,108,3,
Region 3,8/22/2020,0,0,108,3,
Region 3,8/23/2020,0,2,110,3,
Region 3,8/24/2020,0,0,110,3,
Region 3,8/25/2020,0,0,110,3,
Region 3,8/26/2020,0,0,110,3,
Region 3,8/27/2020,0,2,112,3,
Region 3,8/28/2020,0,0,112,3,
Region 3,8/29/2020,1,0,112,4,
Region 3,8/30/2020,0,0,112,4,
Region 3,8/31/2020,0,0,112,4,
Region 3,9/1/2020,0,2,114,4,
Region 3,9/2/2020,0,0,114,4,
Region 3,9/3/2020,0,0,114,4,
Region 3,9/4/2020,0,0,114,4,
Region 3,9/5/2020,0,0,114,4,
Region 3,9/6/2020,0,0,114,4,
